Trial 1:0back,Trial 6:0back,,,
33.363,33.505,,,
33.342,33.489,,,
33.321,33.472,,,
33.3,33.456,,,
33.279,33.439,,,
33.259,33.423,,,
33.24,33.406,,,
33.22,33.388,,,
33.2,33.37,,,
33.18,33.352,,,
33.158,33.334,,,
33.137,33.316,,,
33.115,33.299,,,
33.093,33.283,,,
33.071,33.27,,,
33.049,33.258,,,
33.026,33.249,,,
33.002,33.243,,,
32.978,33.239,,,
32.953,33.238,,,
32.928,33.239,,,
32.904,33.241,,,
32.88,33.244,,,
32.856,33.246,,,
32.834,33.248,,,
32.812,33.249,,,
32.792,33.249,,,
32.772,33.249,,,
32.754,33.247,,,
32.737,33.245,,,
32.721,33.243,,,
32.705,33.241,,,
32.689,33.241,,,
32.674,33.242,,,
32.659,33.245,,,
32.644,33.251,,,
32.629,33.261,,,
32.614,33.277,,,
32.599,33.299,,,
32.583,33.33,,,
32.566,33.372,,,
32.549,33.427,,,
32.532,33.495,,,
32.515,33.578,,,
32.498,33.676,,,
32.483,33.789,,,
32.47,33.916,,,
32.462,34.054,,,
32.462,34.202,,,
32.472,34.358,,,
32.494,34.519,,,
32.533,34.682,,,
32.589,34.843,,,
32.664,35,,,
32.761,35.151,,,
32.88,35.292,,,
33.02,35.422,,,
33.182,35.538,,,
33.365,35.641,,,
33.566,35.729,,,
33.783,35.803,,,
34.014,35.862,,,
34.253,35.907,,,
34.499,35.938,,,
34.747,35.956,,,
34.993,35.962,,,
35.235,35.956,,,
35.468,35.939,,,
35.691,35.913,,,
35.9,35.88,,,
36.092,35.839,,,
36.267,35.793,,,
36.424,35.742,,,
36.561,35.687,,,
36.677,35.629,,,
36.774,35.568,,,
36.851,35.507,,,
36.91,35.446,,,
36.951,35.384,,,
36.976,35.324,,,
36.987,35.264,,,
36.984,35.206,,,
36.969,35.149,,,
36.944,35.094,,,
36.91,35.042,,,
36.868,34.992,,,
36.819,34.947,,,
36.765,34.905,,,
36.707,34.867,,,
36.644,34.832,,,
36.579,34.801,,,
36.511,34.773,,,
36.442,34.747,,,
36.371,34.725,,,
36.301,34.704,,,
36.23,34.685,,,
36.16,34.668,,,
36.091,34.651,,,
36.025,34.635,,,
35.962,34.62,,,
35.902,34.606,,,
35.845,34.592,,,
35.791,34.578,,,
35.741,34.565,,,
35.694,34.551,,,
35.651,34.537,,,
35.61,34.522,,,
35.571,34.508,,,
35.533,34.493,,,
35.497,34.479,,,
35.46,34.465,,,
35.424,34.452,,,
35.386,34.44,,,
35.348,34.429,,,
35.309,34.42,,,
35.267,34.413,,,
35.225,34.408,,,
35.181,34.406,,,
35.136,34.406,,,
35.091,34.409,,,
35.047,34.413,,,
35.003,34.42,,,
34.962,34.429,,,
34.922,34.439,,,
34.886,34.45,,,
34.854,34.463,,,
34.827,34.475,,,
34.804,34.488,,,
34.785,34.5,,,
34.77,34.512,,,
34.76,34.522,,,
34.753,34.531,,,
34.749,34.539,,,
34.748,34.546,,,
34.749,34.552,,,
34.753,34.557,,,
34.759,34.561,,,
34.767,34.565,,,
34.776,34.567,,,
34.785,34.569,,,
34.795,34.57,,,
34.805,34.57,,,
34.813,34.568,,,
34.821,34.565,,,
34.826,34.561,,,
34.83,34.554,,,
34.832,34.545,,,
34.833,34.533,,,
34.832,34.52,,,
34.829,34.504,,,
34.825,34.487,,,
34.82,34.469,,,
34.813,34.448,,,
34.805,34.427,,,
34.795,34.403,,,
34.784,34.378,,,
34.77,34.353,,,
34.755,34.327,,,
34.738,34.3,,,
34.72,34.274,,,
34.701,34.248,,,
34.681,34.223,,,
34.66,34.198,,,
34.638,34.174,,,
34.615,34.151,,,
34.59,34.129,,,
34.565,34.108,,,
34.538,34.089,,,
34.509,34.071,,,
34.478,34.055,,,
34.446,34.04,,,
34.412,34.026,,,
34.376,34.013,,,
34.339,34,,,
34.302,33.987,,,
34.264,33.975,,,
34.227,33.963,,,
34.19,33.95,,,
34.154,33.937,,,
34.119,33.924,,,
34.085,33.911,,,
34.051,33.897,,,
34.019,33.883,,,
33.987,33.869,,,
33.956,33.855,,,
33.925,33.842,,,
33.894,33.829,,,
33.863,33.817,,,
33.832,33.807,,,
33.8,33.797,,,
33.769,33.788,,,
33.736,33.779,,,
33.704,33.77,,,
33.672,33.761,,,
33.641,33.753,,,
33.61,33.744,,,
33.58,33.736,,,
33.551,33.727,,,
33.523,33.719,,,
33.496,33.71,,,
33.47,33.701,,,
33.444,33.692,,,
33.419,33.683,,,
33.395,33.673,,,
33.372,33.663,,,
33.349,33.653,,,
33.326,33.643,,,
33.303,33.634,,,
33.281,33.625,,,
33.26,33.617,,,
33.239,33.609,,,
33.219,33.601,,,
33.198,33.592,,,
33.178,33.583,,,
33.158,33.572,,,
33.138,33.561,,,
33.117,33.549,,,
33.096,33.537,,,
33.075,33.525,,,
33.054,33.513,,,
33.032,33.502,,,
33.011,33.491,,,
32.99,33.481,,,
32.969,33.473,,,
32.948,33.466,,,
32.928,33.46,,,
32.909,33.456,,,
32.891,33.455,,,
32.874,33.458,,,
32.858,33.465,,,
32.842,33.479,,,
32.827,33.5,,,
32.812,33.53,,,
32.798,33.571,,,
32.784,33.626,,,
32.769,33.694,,,
32.755,33.777,,,
32.741,33.875,,,
32.727,33.987,,,
32.713,34.113,,,
32.699,34.251,,,
32.685,34.399,,,
32.671,34.554,,,
32.657,34.715,,,
32.643,34.877,,,
32.628,35.039,,,
32.614,35.197,,,
32.6,35.348,,,
32.586,35.49,,,
32.572,35.622,,,
32.559,35.741,,,
32.547,35.847,,,
32.539,35.938,,,
32.535,36.014,,,
32.54,36.074,,,
32.555,36.119,,,
32.583,36.149,,,
32.627,36.165,,,
32.69,36.169,,,
32.772,36.16,,,
32.876,36.141,,,
33.002,36.113,,,
33.15,36.078,,,
33.319,36.036,,,
33.507,35.988,,,
33.713,35.937,,,
33.934,35.881,,,
34.166,35.824,,,
34.406,35.764,,,
34.65,35.703,,,
34.896,35.642,,,
35.139,35.58,,,
35.376,35.518,,,
35.604,35.458,,,
35.82,35.399,,,
36.023,35.342,,,
36.209,35.287,,,
36.378,35.234,,,
36.529,35.184,,,
36.661,35.135,,,
36.774,35.089,,,
36.868,35.046,,,
36.943,35.005,,,
37.001,34.968,,,
37.042,34.933,,,
37.068,34.902,,,
37.08,34.873,,,
37.08,34.846,,,
37.068,34.821,,,
37.046,34.798,,,
37.015,34.776,,,
36.977,34.755,,,
36.931,34.734,,,
36.88,34.713,,,
36.823,34.691,,,
36.763,34.669,,,
36.7,34.645,,,
36.634,34.622,,,
36.567,34.598,,,
36.498,34.575,,,
36.429,34.552,,,
36.359,34.531,,,
36.289,34.512,,,
36.22,34.496,,,
36.153,34.483,,,
36.086,34.473,,,
36.021,34.467,,,
35.959,34.463,,,
35.897,34.464,,,
35.838,34.467,,,
35.782,34.473,,,
35.727,34.482,,,
35.675,34.493,,,
35.625,34.506,,,
35.576,34.522,,,
35.529,34.54,,,
35.483,34.56,,,
35.438,34.581,,,
35.392,34.603,,,
35.348,34.626,,,
35.304,34.649,,,
35.261,34.672,,,
35.218,34.694,,,
35.177,34.715,,,
35.138,34.734,,,
35.101,34.751,,,
35.066,34.767,,,
35.036,34.78,,,
35.008,34.791,,,
34.985,34.799,,,
34.965,34.803,,,
34.948,34.805,,,
34.935,34.803,,,
34.925,34.798,,,
34.919,34.79,,,
34.915,34.779,,,
34.915,34.766,,,
34.918,34.749,,,
34.922,34.73,,,
34.929,34.708,,,
34.936,34.685,,,
34.945,34.66,,,
34.955,34.634,,,
34.966,34.608,,,
34.979,34.581,,,
34.992,34.555,,,
35.007,34.529,,,
35.022,34.505,,,
35.038,34.481,,,
35.053,34.458,,,
35.068,34.436,,,
35.081,34.414,,,
35.092,34.393,,,
35.101,34.371,,,
35.107,34.35,,,
35.111,34.328,,,
35.112,34.306,,,
35.112,34.284,,,
35.11,34.263,,,
35.105,34.242,,,
35.098,34.222,,,
35.088,34.201,,,
35.076,34.182,,,
35.06,34.162,,,
35.042,34.143,,,
35.021,34.124,,,
34.998,34.105,,,
34.971,34.085,,,
34.943,34.066,,,
34.912,34.047,,,
34.88,34.028,,,
34.846,34.01,,,
34.812,33.993,,,
34.777,33.976,,,
34.741,33.961,,,
34.706,33.946,,,
34.671,33.932,,,
34.636,33.919,,,
34.602,33.905,,,
34.569,33.892,,,
34.535,33.879,,,
34.501,33.866,,,
34.467,33.855,,,
34.434,33.844,,,
34.4,33.834,,,
34.367,33.825,,,
34.334,33.817,,,
34.302,33.809,,,
34.27,33.802,,,
34.238,33.794,,,
34.207,33.787,,,
34.176,33.779,,,
34.145,33.77,,,
34.114,33.761,,,
34.083,33.752,,,
34.051,33.742,,,
34.02,33.732,,,
33.988,33.722,,,
33.956,33.713,,,
33.924,33.703,,,
33.892,33.693,,,
33.86,33.682,,,
33.83,33.672,,,
33.8,33.66,,,
33.772,33.648,,,
33.744,33.636,,,
33.717,33.624,,,
33.69,33.613,,,
33.664,33.602,,,
33.638,33.591,,,
33.614,33.583,,,
33.59,33.576,,,
33.568,33.572,,,
33.547,33.57,,,
33.527,33.573,,,
33.507,33.581,,,
33.487,33.595,,,
33.468,33.619,,,
33.448,33.653,,,
33.429,33.7,,,
33.41,33.76,,,
33.391,33.834,,,
33.372,33.923,,,
33.353,34.026,,,
33.334,34.143,,,
33.316,34.271,,,
33.298,34.409,,,
33.28,34.556,,,
33.261,34.709,,,
33.241,34.865,,,
33.221,35.024,,,
33.2,35.182,,,
33.178,35.336,,,
33.156,35.484,,,
33.135,35.624,,,
33.113,35.754,,,
33.092,35.872,,,
33.072,35.977,,,
33.054,36.068,,,
33.035,36.146,,,
33.017,36.21,,,
32.999,36.261,,,
32.981,36.299,,,
32.961,36.325,,,
32.942,36.339,,,
32.923,36.342,,,
32.904,36.337,,,
32.885,36.322,,,
32.866,36.3,,,
32.847,36.271,,,
32.829,36.237,,,
32.811,36.197,,,
32.794,36.153,,,
32.777,36.106,,,
32.762,36.055,,,
32.747,36.003,,,
32.734,35.95,,,
32.724,35.895,,,
32.718,35.841,,,
32.718,35.785,,,
32.725,35.73,,,
32.744,35.674,,,
32.775,35.617,,,
32.824,35.561,,,
32.892,35.506,,,
32.982,35.452,,,
33.094,35.399,,,
33.231,35.349,,,
33.39,35.301,,,
33.572,35.255,,,
33.774,35.213,,,
33.993,35.174,,,
34.228,35.138,,,
34.474,35.104,,,
34.729,35.073,,,
34.989,35.043,,,
35.25,35.015,,,
35.51,34.989,,,
35.765,34.964,,,
36.011,34.94,,,
36.246,34.918,,,
36.469,34.896,,,
36.676,34.876,,,
36.868,34.857,,,
37.042,34.839,,,
37.197,34.822,,,
37.335,34.806,,,
37.454,34.791,,,
37.556,34.778,,,
37.641,34.766,,,
37.71,34.755,,,
37.764,34.746,,,
37.804,34.738,,,
37.831,34.732,,,
37.844,34.727,,,
37.845,34.724,,,
37.835,34.723,,,
37.814,34.725,,,
37.783,34.729,,,
37.743,34.735,,,
37.695,34.744,,,
37.64,34.755,,,
37.58,34.77,,,
37.514,34.787,,,
37.445,34.807,,,
37.373,34.829,,,
37.298,34.853,,,
37.222,34.879,,,
37.146,34.906,,,
37.069,34.934,,,
36.994,34.961,,,
36.92,34.987,,,
36.848,35.011,,,
36.777,35.033,,,
36.709,35.052,,,
36.642,35.068,,,
36.577,35.081,,,
36.513,35.091,,,
36.452,35.097,,,
36.392,35.1,,,
36.333,35.099,,,
36.276,35.095,,,
36.22,35.089,,,
36.165,35.081,,,
36.111,35.07,,,
36.059,35.058,,,
36.007,35.044,,,
35.957,35.03,,,
35.907,35.014,,,
35.859,34.998,,,
35.813,34.982,,,
35.768,34.964,,,
35.725,34.946,,,
35.685,34.926,,,
35.647,34.906,,,
35.613,34.886,,,
35.583,34.865,,,
35.558,34.845,,,
35.538,34.826,,,
35.523,34.806,,,
35.514,34.787,,,
35.51,34.769,,,
35.511,34.75,,,
35.516,34.732,,,
35.525,34.715,,,
35.538,34.697,,,
35.553,34.68,,,
35.571,34.663,,,
35.59,34.646,,,
35.609,34.628,,,
35.629,34.611,,,
35.649,34.593,,,
35.668,34.574,,,
35.687,34.553,,,
35.705,34.532,,,
35.721,34.509,,,
35.735,34.487,,,
35.748,34.465,,,
35.758,34.443,,,
35.766,34.423,,,
35.772,34.404,,,
35.776,34.387,,,
35.777,34.371,,,
35.775,34.356,,,
35.769,34.342,,,
35.76,34.329,,,
35.748,34.318,,,
35.732,34.307,,,
35.713,34.296,,,
35.691,34.286,,,
35.667,34.277,,,
35.64,34.267,,,
35.611,34.258,,,
35.581,34.249,,,
35.549,34.24,,,
35.516,34.231,,,
35.483,34.223,,,
35.449,34.214,,,
35.414,34.206,,,
35.378,34.198,,,
35.342,34.19,,,
35.305,34.181,,,
35.268,34.172,,,
35.231,34.163,,,
35.193,34.154,,,
35.154,34.144,,,
35.115,34.133,,,
35.076,34.122,,,
35.037,34.111,,,
34.998,34.1,,,
34.96,34.088,,,
34.921,34.078,,,
34.884,34.068,,,
34.848,34.059,,,
34.813,34.05,,,
34.778,34.042,,,
34.745,34.035,,,
34.711,34.03,,,
34.678,34.028,,,
34.644,34.028,,,
34.61,34.033,,,
34.575,34.043,,,
34.54,34.06,,,
34.503,34.087,,,
34.466,34.123,,,
34.428,34.171,,,
34.391,34.232,,,
34.354,34.308,,,
34.317,34.399,,,
34.282,34.504,,,
34.246,34.625,,,
34.212,34.759,,,
34.178,34.906,,,
34.145,35.064,,,
34.112,35.231,,,
34.081,35.405,,,
34.051,35.582,,,
34.022,35.761,,,
33.994,35.939,,,
33.965,36.113,,,
33.938,36.281,,,
33.91,36.441,,,
33.883,36.59,,,
33.855,36.727,,,
33.828,36.85,,,
33.8,36.958,,,
33.772,37.051,,,
33.743,37.128,,,
33.714,37.19,,,
33.685,37.238,,,
33.655,37.271,,,
33.626,37.291,,,
33.598,37.298,,,
33.57,37.294,,,
33.544,37.278,,,
33.518,37.253,,,
33.493,37.221,,,
33.468,37.182,,,
33.444,37.137,,,
33.42,37.089,,,
33.397,37.037,,,
33.374,36.984,,,
33.352,36.93,,,
33.329,36.876,,,
33.305,36.822,,,
33.282,36.768,,,
33.257,36.716,,,
33.232,36.665,,,
33.207,36.617,,,
33.181,36.57,,,
33.156,36.526,,,
33.132,36.484,,,
33.107,36.443,,,
33.084,36.406,,,
33.062,36.37,,,
33.042,36.336,,,
33.025,36.305,,,
33.015,36.275,,,
33.013,36.247,,,
33.022,36.22,,,
33.047,36.193,,,
33.089,36.167,,,
33.153,36.141,,,
33.24,36.115,,,
33.351,36.088,,,
33.487,36.061,,,
33.649,36.033,,,
33.835,36.003,,,
34.043,35.972,,,
34.272,35.941,,,
34.519,35.908,,,
34.779,35.876,,,
35.05,35.844,,,
35.328,35.813,,,
35.608,35.783,,,
35.888,35.754,,,
36.164,35.727,,,
36.432,35.703,,,
36.69,35.68,,,
36.936,35.661,,,
37.166,35.645,,,
37.38,35.633,,,
37.576,35.625,,,
37.753,35.622,,,
37.91,35.624,,,
38.047,35.631,,,
38.165,35.641,,,
38.264,35.655,,,
38.344,35.673,,,
38.408,35.692,,,
38.456,35.713,,,
38.489,35.735,,,
38.508,35.758,,,
38.515,35.78,,,
38.509,35.803,,,
38.494,35.825,,,
38.469,35.847,,,
38.436,35.869,,,
38.395,35.89,,,
38.347,35.91,,,
38.292,35.928,,,
38.23,35.945,,,
38.162,35.959,,,
38.09,35.97,,,
38.012,35.978,,,
37.931,35.983,,,
37.848,35.986,,,
37.762,35.986,,,
37.676,35.984,,,
37.588,35.98,,,
37.501,35.973,,,
37.415,35.964,,,
37.329,35.952,,,
37.245,35.938,,,
37.161,35.921,,,
37.078,35.901,,,
36.996,35.88,,,
36.915,35.856,,,
36.834,35.831,,,
36.755,35.805,,,
36.677,35.777,,,
36.6,35.75,,,
36.524,35.723,,,
36.45,35.696,,,
36.379,35.67,,,
36.311,35.645,,,
36.246,35.621,,,
36.185,35.597,,,
36.128,35.575,,,
36.075,35.552,,,
36.026,35.529,,,
35.981,35.506,,,
35.941,35.484,,,
35.906,35.461,,,
35.875,35.437,,,
35.849,35.414,,,
35.826,35.39,,,
35.808,35.365,,,
35.795,35.339,,,
35.786,35.313,,,
35.781,35.285,,,
35.781,35.256,,,
35.785,35.227,,,
35.793,35.196,,,
35.804,35.166,,,
35.817,35.136,,,
35.833,35.106,,,
35.85,35.076,,,
35.869,35.048,,,
35.888,35.02,,,
35.907,34.995,,,
35.926,34.971,,,
35.944,34.948,,,
35.961,34.927,,,
35.976,34.908,,,
35.989,34.89,,,
36,34.873,,,
36.008,34.858,,,
36.014,34.844,,,
36.016,34.832,,,
36.015,34.82,,,
36.011,34.808,,,
36.004,34.797,,,
35.993,34.785,,,
35.98,34.773,,,
35.963,34.76,,,
35.943,34.746,,,
35.92,34.732,,,
35.894,34.716,,,
35.865,34.699,,,
35.834,34.682,,,
35.8,34.664,,,
35.765,34.645,,,
35.728,34.626,,,
35.691,34.608,,,
35.652,34.589,,,
35.614,34.57,,,
35.574,34.551,,,
35.535,34.534,,,
35.495,34.517,,,
35.454,34.502,,,
35.413,34.488,,,
35.37,34.476,,,
35.327,34.468,,,
35.283,34.464,,,
35.238,34.465,,,
35.193,34.473,,,
35.148,34.49,,,
35.103,34.517,,,
35.058,34.556,,,
35.014,34.609,,,
34.97,34.677,,,
34.927,34.762,,,
34.884,34.863,,,
34.841,34.982,,,
34.798,35.117,,,
34.755,35.268,,,
34.712,35.431,,,
34.669,35.607,,,
34.625,35.791,,,
34.582,35.981,,,
34.538,36.174,,,
34.495,36.366,,,
34.453,36.557,,,
34.411,36.742,,,
34.37,36.919,,,
34.33,37.088,,,
34.291,37.245,,,
34.253,37.392,,,
34.216,37.526,,,
34.181,37.648,,,
34.147,37.756,,,
34.114,37.851,,,
34.081,37.932,,,
34.049,37.999,,,
34.017,38.052,,,
33.986,38.093,,,
33.955,38.121,,,
33.923,38.138,,,
33.892,38.144,,,
33.862,38.141,,,
33.831,38.129,,,
33.801,38.111,,,
33.771,38.086,,,
33.741,38.056,,,
33.712,38.022,,,
33.684,37.985,,,
33.657,37.945,,,
33.63,37.903,,,
33.604,37.859,,,
33.578,37.815,,,
33.551,37.771,,,
33.523,37.727,,,
33.494,37.683,,,
33.464,37.64,,,
33.431,37.597,,,
33.396,37.555,,,
33.36,37.514,,,
33.322,37.473,,,
33.283,37.432,,,
33.243,37.392,,,
33.203,37.353,,,
33.164,37.314,,,
33.126,37.276,,,
33.091,37.239,,,
33.059,37.203,,,
33.031,37.169,,,
33.011,37.136,,,
33,37.105,,,
33.001,37.074,,,
33.018,37.045,,,
33.052,37.015,,,
33.106,36.986,,,
33.181,36.957,,,
33.281,36.927,,,
33.406,36.896,,,
33.556,36.866,,,
33.732,36.835,,,
33.933,36.804,,,
34.158,36.774,,,
34.404,36.744,,,
34.668,36.717,,,
34.947,36.691,,,
35.238,36.667,,,
35.536,36.646,,,
35.839,36.628,,,
36.142,36.613,,,
36.443,36.601,,,
36.739,36.592,,,
37.025,36.586,,,
37.3,36.583,,,
37.562,36.583,,,
37.806,36.586,,,
38.032,36.592,,,
38.239,36.599,,,
38.424,36.609,,,
38.589,36.622,,,
38.732,36.635,,,
38.853,36.65,,,
38.953,36.665,,,
39.032,36.68,,,
39.091,36.695,,,
39.132,36.708,,,
39.156,36.719,,,
39.165,36.729,,,
39.16,36.736,,,
39.143,36.74,,,
39.115,36.742,,,
39.078,36.741,,,
39.035,36.737,,,
38.985,36.73,,,
38.931,36.721,,,
38.872,36.711,,,
38.81,36.698,,,
38.744,36.683,,,
38.675,36.667,,,
38.603,36.649,,,
38.529,36.629,,,
38.453,36.607,,,
38.375,36.583,,,
38.296,36.559,,,
38.215,36.534,,,
38.134,36.508,,,
38.052,36.483,,,
37.97,36.457,,,
37.888,36.431,,,
37.808,36.405,,,
37.728,36.378,,,
37.649,36.35,,,
37.57,36.322,,,
37.492,36.293,,,
37.413,36.262,,,
37.334,36.23,,,
37.254,36.197,,,
37.173,36.162,,,
37.091,36.126,,,
37.008,36.09,,,
36.926,36.054,,,
36.844,36.018,,,
36.766,35.983,,,
36.69,35.948,,,
36.619,35.915,,,
36.552,35.882,,,
36.49,35.85,,,
36.434,35.819,,,
36.384,35.787,,,
36.34,35.756,,,
36.302,35.725,,,
36.27,35.694,,,
36.245,35.663,,,
36.227,35.632,,,
36.214,35.6,,,
36.208,35.569,,,
36.208,35.539,,,
36.213,35.509,,,
36.222,35.48,,,
36.236,35.452,,,
36.252,35.425,,,
36.27,35.398,,,
36.29,35.372,,,
36.309,35.347,,,
36.328,35.322,,,
36.345,35.298,,,
36.361,35.275,,,
36.374,35.252,,,
36.385,35.229,,,
36.394,35.207,,,
36.401,35.185,,,
36.406,35.163,,,
36.408,35.141,,,
36.407,35.12,,,
36.404,35.1,,,
36.397,35.079,,,
36.389,35.059,,,
36.378,35.038,,,
36.365,35.018,,,
36.351,34.997,,,
36.335,34.976,,,
36.317,34.954,,,
36.298,34.932,,,
36.276,34.91,,,
36.253,34.888,,,
36.227,34.867,,,
36.2,34.848,,,
36.17,34.831,,,
36.137,34.819,,,
36.102,34.812,,,
36.063,34.814,,,
36.023,34.826,,,
35.981,34.85,,,
35.938,34.889,,,
35.894,34.945,,,
35.849,35.019,,,
35.804,35.112,,,
35.758,35.223,,,
35.713,35.353,,,
35.667,35.499,,,
35.62,35.66,,,
35.573,35.834,,,
35.526,36.018,,,
35.478,36.21,,,
35.43,36.406,,,
35.382,36.603,,,
35.335,36.799,,,
35.287,36.991,,,
35.24,37.176,,,
35.192,37.353,,,
35.145,37.518,,,
35.098,37.67,,,
35.052,37.81,,,
35.006,37.935,,,
34.961,38.047,,,
34.916,38.144,,,
34.872,38.227,,,
34.828,38.296,,,
34.786,38.352,,,
34.744,38.396,,,
34.703,38.428,,,
34.663,38.449,,,
34.623,38.46,,,
34.583,38.463,,,
34.543,38.458,,,
34.502,38.445,,,
34.461,38.425,,,
34.42,38.399,,,
34.378,38.367,,,
34.335,38.33,,,
34.292,38.289,,,
34.249,38.245,,,
34.206,38.197,,,
34.164,38.146,,,
34.123,38.094,,,
34.082,38.041,,,
34.043,37.988,,,
34.005,37.934,,,
33.967,37.88,,,
33.929,37.827,,,
33.892,37.774,,,
33.853,37.723,,,
33.814,37.673,,,
33.773,37.625,,,
33.732,37.578,,,
33.691,37.533,,,
33.649,37.489,,,
33.608,37.446,,,
33.567,37.404,,,
33.526,37.363,,,
33.488,37.323,,,
33.451,37.283,,,
33.419,37.243,,,
33.391,37.203,,,
33.372,37.162,,,
33.364,37.122,,,
33.371,37.081,,,
33.395,37.039,,,
33.441,36.997,,,
33.512,36.955,,,
33.61,36.913,,,
33.739,36.873,,,
33.897,36.834,,,
34.087,36.798,,,
34.307,36.765,,,
34.555,36.735,,,
34.829,36.709,,,
35.125,36.686,,,
35.441,36.667,,,
35.771,36.651,,,
36.112,36.638,,,
36.459,36.629,,,
36.808,36.622,,,
37.154,36.617,,,
37.493,36.615,,,
37.823,36.615,,,
38.14,36.617,,,
38.442,36.621,,,
38.726,36.626,,,
38.99,36.633,,,
39.233,36.641,,,
39.453,36.651,,,
39.651,36.662,,,
39.825,36.672,,,
39.977,36.683,,,
40.106,36.694,,,
40.213,36.703,,,
40.3,36.711,,,
40.368,36.717,,,
40.419,36.72,,,
40.453,36.72,,,
40.473,36.716,,,
40.48,36.709,,,
40.475,36.698,,,
40.461,36.685,,,
40.438,36.67,,,
40.406,36.652,,,
40.368,36.632,,,
40.324,36.611,,,
40.274,36.59,,,
40.219,36.567,,,
40.159,36.544,,,
40.095,36.522,,,
40.027,36.501,,,
39.954,36.48,,,
39.878,36.459,,,
39.798,36.439,,,
39.714,36.419,,,
39.628,36.398,,,
39.54,36.376,,,
39.452,36.353,,,
39.363,36.328,,,
39.274,36.302,,,
39.186,36.275,,,
39.099,36.247,,,
39.013,36.217,,,
38.928,36.186,,,
38.843,36.154,,,
38.759,36.122,,,
38.675,36.088,,,
38.591,36.054,,,
38.507,36.019,,,
38.423,35.984,,,
38.34,35.948,,,
38.256,35.912,,,
38.173,35.875,,,
38.091,35.839,,,
38.01,35.803,,,
37.93,35.767,,,
37.853,35.731,,,
37.778,35.695,,,
37.706,35.659,,,
37.637,35.623,,,
37.571,35.587,,,
37.509,35.552,,,
37.451,35.517,,,
37.398,35.484,,,
37.351,35.453,,,
37.31,35.423,,,
37.274,35.395,,,
37.244,35.369,,,
37.219,35.343,,,
37.201,35.317,,,
37.188,35.292,,,
37.181,35.267,,,
37.178,35.242,,,
37.18,35.217,,,
37.184,35.191,,,
37.19,35.165,,,
37.197,35.138,,,
37.204,35.111,,,
37.212,35.083,,,
37.218,35.054,,,
37.222,35.025,,,
37.225,34.996,,,
37.225,34.967,,,
37.221,34.939,,,
37.215,34.912,,,
37.205,34.887,,,
37.191,34.867,,,
37.174,34.852,,,
37.153,34.846,,,
37.129,34.85,,,
37.102,34.868,,,
37.072,34.901,,,
37.039,34.95,,,
37.003,35.016,,,
36.964,35.101,,,
36.922,35.205,,,
36.877,35.327,,,
36.829,35.466,,,
36.779,35.622,,,
36.726,35.791,,,
36.67,35.972,,,
36.613,36.161,,,
36.554,36.356,,,
36.494,36.553,,,
36.432,36.75,,,
36.369,36.945,,,
36.305,37.133,,,
36.241,37.314,,,
36.177,37.486,,,
36.113,37.646,,,
36.048,37.794,,,
35.983,37.929,,,
35.918,38.05,,,
35.854,38.157,,,
35.789,38.25,,,
35.725,38.33,,,
35.661,38.396,,,
35.597,38.448,,,
35.534,38.488,,,
35.472,38.515,,,
35.411,38.53,,,
35.351,38.533,,,
35.292,38.526,,,
35.234,38.509,,,
35.177,38.483,,,
35.12,38.449,,,
35.064,38.408,,,
35.009,38.362,,,
34.955,38.31,,,
34.901,38.255,,,
34.847,38.196,,,
34.794,38.136,,,
34.741,38.074,,,
34.687,38.011,,,
34.634,37.948,,,
34.58,37.885,,,
34.526,37.823,,,
34.473,37.763,,,
34.419,37.704,,,
34.366,37.647,,,
34.313,37.592,,,
34.261,37.539,,,
34.21,37.488,,,
34.16,37.438,,,
34.111,37.389,,,
34.063,37.34,,,
34.017,37.291,,,
33.971,37.242,,,
33.926,37.192,,,
33.881,37.141,,,
33.837,37.09,,,
33.792,37.038,,,
33.746,36.984,,,
33.7,36.929,,,
33.654,36.874,,,
33.606,36.818,,,
33.559,36.762,,,
33.511,36.707,,,
33.462,36.654,,,
33.413,36.604,,,
33.365,36.557,,,
33.318,36.515,,,
33.276,36.478,,,
33.24,36.446,,,
33.212,36.42,,,
33.198,36.399,,,
33.199,36.384,,,
33.22,36.375,,,
33.263,36.37,,,
33.334,36.37,,,
33.434,36.374,,,
33.566,36.381,,,
33.731,36.391,,,
33.929,36.403,,,
34.16,36.416,,,
34.421,36.43,,,
34.71,36.444,,,
35.022,36.459,,,
35.355,36.473,,,
35.704,36.486,,,
36.064,36.498,,,
36.429,36.51,,,
36.797,36.519,,,
37.161,36.527,,,
37.519,36.533,,,
37.867,36.536,,,
38.202,36.537,,,
38.521,36.535,,,
38.823,36.531,,,
39.104,36.525,,,
39.364,36.516,,,
39.6,36.504,,,
39.813,36.489,,,
40.002,36.472,,,
40.167,36.452,,,
40.309,36.43,,,
40.429,36.406,,,
40.527,36.38,,,
40.604,36.353,,,
40.662,36.325,,,
40.702,36.295,,,
40.725,36.264,,,
40.734,36.232,,,
40.729,36.199,,,
40.712,36.164,,,
40.685,36.128,,,
40.647,36.091,,,
40.601,36.053,,,
40.547,36.014,,,
40.487,35.973,,,
40.422,35.932,,,
40.352,35.891,,,
40.28,35.849,,,
40.206,35.807,,,
40.13,35.765,,,
40.052,35.724,,,
39.974,35.683,,,
39.894,35.643,,,
39.813,35.604,,,
39.729,35.565,,,
39.644,35.526,,,
